product_id,customer_id,order_id,order_date,amount,name,email,location,category,price
146,32,28,22-12-2024,2286.9,Sarah Erickson,tlee@thomas.com,Mumbai,Books,931.8
93,200,29,15-08-2025,3422.52,David Nichols,emilyjuarez@yahoo.com,Kolkata,Home,260.79
91,68,30,09-06-2025,4464.5,Ana Navarro,sarahopkins@cunningham-smith.com,Pune,Sports,998.63
107,6,31,13-05-2025,4980.64,Brian Brown,matthew24@hotmail.com,Bangalore,Toys,1064.14
182,472,32,25-03-2025,1936.14,Michael Alvarez,timothy28@yahoo.com,Delhi,Electronics,1866.01
113,200,33,20-09-2024,368.26,David Nichols,emilyjuarez@yahoo.com,Kolkata,Fashion,395.76
198,137,34,24-06-2025,1427.92,Robert Parker,johnsonjessica@garcia.net,Chennai,Fashion,1685.14
79,76,35,23-07-2025,1803.69,Samuel Harmon,fpatterson@carter.info,Bangalore,Home,760.38
52,363,36,26-06-2025,4632.71,Shannon Noble,usalazar@gmail.com,Mumbai,Home,742.06
40,221,37,20-11-2024,655.08,Rick Smith,meyermichael@young.com,Chennai,Fashion,627.73
108,113,38,14-10-2024,1588.0,Pamela Mccall,josephgray@yahoo.com,Bangalore,Home,1106.29
154,99,39,17-09-2024,1925.27,Jennifer Lewis,kingmeghan@petersen.com,Chennai,Toys,1603.05
122,441,40,14-08-2025,1685.72,Christopher Murphy,youngmichael@yahoo.com,Bangalore,Fashion,1934.19
41,145,41,05-01-2025,958.27,William Hughes,susanlewis@gates-bailey.com,Bangalore,Electronics,77.82
151,101,42,22-07-2025,2814.25,Riley Taylor,angela41@peterson.com,Kolkata,Sports,297.86
179,69,43,24-06-2025,4748.07,Jonathan Bell,cferrell@buck-jackson.com,Kolkata,Home,1217.34
186,416,44,12-12-2024,4649.23,Christopher Fleming,bobby73@david.biz,Pune,Home,266.97
32,99,45,24-10-2024,4575.32,Jennifer Lewis,kingmeghan@petersen.com,Chennai,Sports,1197.12
82,346,46,21-04-2025,3164.57,James Reeves,cparker@gmail.com,Pune,Books,972.24
113,463,47,01-03-2025,2040.54,Karen Cunningham,brandonlang@hotmail.com,Kolkata,Fashion,395.76
62,91,48,07-07-2025,1783.66,Amy Wise,ewilliamson@gmail.com,Delhi,Home,1936.48
11,138,49,24-05-2025,1833.81,Daniel Stevens,udavis@johnson-kelly.com,Chennai,Fashion,303.5
173,216,50,13-08-2025,750.98,Michelle Maddox,teresa20@hotmail.com,Chennai,Home,969.56
7,20,51,02-09-2024,1552.96,Tracy Hopkins,michaelli@yahoo.com,Delhi,Electronics,686.59
115,255,52,07-02-2025,2649.83,Jacob Smith,antonio86@lucas-mann.com,Pune,Fashion,591.4
96,185,53,24-03-2025,142.6,Christine Franklin,corey16@hotmail.com,Hyderabad,Books,1547.14
106,354,54,06-05-2025,4691.99,David Jensen,juliahayden@valencia.com,Hyderabad,Fashion,884.24
18,150,55,26-11-2024,1262.59,Robert Stewart,dcarroll@walker.com,Bangalore,Electronics,181.06
154,483,56,20-11-2024,2413.15,Sarah Moore,lauriecastro@gmail.com,Mumbai,Toys,1603.05
36,192,57,18-08-2024,4751.35,Garrett Taylor,gkim@hotmail.com,Chennai,Fashion,1997.54
200,265,58,08-12-2024,2542.03,Judy Pope,rmcknight@williamson.info,Pune,Electronics,1113.49
26,156,59,20-03-2025,2001.77,Thomas Morrison,dominique44@wilson.com,Bangalore,Sports,1252.1
174,230,60,12-10-2024,1719.81,Ross Miller,vincentguzman@gmail.com,Delhi,Home,138.93
138,415,61,16-12-2024,1723.57,Tracy Garcia,john48@hotmail.com,Bangalore,Books,1358.71
15,107,62,26-01-2025,749.73,James Hodge,caitlin81@gmail.com,Mumbai,Toys,884.08
108,272,63,21-12-2024,622.45,Robin Ellis,aaron69@hotmail.com,Mumbai,Home,1106.29
158,477,64,17-03-2025,4958.53,Susan Bates,rachelperez@willis.com,Hyderabad,Sports,515.97
3,56,65,22-10-2024,1386.71,Paul Aguirre,mmckee@rivera.net,Pune,Fashion,1934.4
124,389,66,04-07-2025,1610.79,Michael Allen,alvaradodale@hotmail.com,Hyderabad,Toys,340.22
154,470,67,01-02-2025,3984.17,Allison Rios,roberto88@jackson-green.biz,Mumbai,Toys,1603.05
124,161,68,01-09-2024,2677.96,Katie Wilson,umalone@smith-gutierrez.com,Mumbai,Toys,340.22
183,267,69,25-12-2024,4992.97,Cindy Perkins,ellisjulie@dawson.org,Kolkata,Home,1707.21
83,47,70,04-09-2024,1476.87,Whitney Cox,gbarnes@hotmail.com,Delhi,Home,956.36
149,138,71,30-01-2025,1617.34,Daniel Stevens,udavis@johnson-kelly.com,Chennai,Books,1575.45
63,443,72,06-07-2025,4597.6,Alan Smith,elizabeth19@yahoo.com,Hyderabad,Books,431.16
165,324,73,04-10-2024,4231.1,Joshua Gonzalez,michaelrojas@ross-ramsey.com,Bangalore,Fashion,234.27
109,330,74,12-03-2025,1893.22,Natalie Fox,fordbriana@dillon-donaldson.info,Mumbai,Toys,1181.3
185,486,75,13-06-2025,1966.04,Gregory Scott,ycarr@yahoo.com,Pune,Fashion,145.0
16,90,76,27-04-2025,2614.04,Mark Montoya,oedwards@hardin.com,Pune,Sports,973.59
128,102,77,12-09-2024,2286.82,Miguel Kennedy,awilliams@cooper.org,Delhi,Sports,734.19
46,352,78,02-09-2024,4527.31,Angela Wiley,kbenton@yahoo.com,Hyderabad,Home,1787.61
160,253,79,16-01-2025,4546.21,Heather Hunter,ehayes@sullivan.com,Mumbai,Sports,179.91
109,351,80,24-01-2025,2828.46,Joel Page II,usoto@hotmail.com,Hyderabad,Toys,1181.3
71,336,81,01-07-2025,1908.27,Yolanda Lawrence,dwalters@hotmail.com,Delhi,Toys,74.17
72,261,82,24-02-2025,4429.76,Kimberly Perry,michael61@allen.com,Pune,Fashion,362.63
148,359,83,19-10-2024,1155.95,Colin Serrano,angela48@riddle.com,Mumbai,Books,1135.82
160,109,84,26-08-2024,3471.81,Elizabeth Rodriguez,pbrown@gmail.com,Delhi,Sports,179.91
156,138,85,18-04-2025,1898.68,Daniel Stevens,udavis@johnson-kelly.com,Chennai,Toys,930.73
42,117,86,20-10-2024,2404.07,Joseph Long,fharris@hotmail.com,Pune,Toys,237.24
20,153,87,28-06-2025,4245.39,David Allen,yvette48@yahoo.com,Chennai,Electronics,1281.76
193,346,88,25-07-2025,2363.65,James Reeves,cparker@gmail.com,Pune,Books,784.58
114,383,89,28-04-2025,3584.49,Brittany Vincent,sburke@gmail.com,Bangalore,Electronics,1564.56
121,82,90,22-02-2025,4650.18,Kristen Underwood,travis70@hill.com,Bangalore,Sports,1739.18
192,187,91,06-06-2025,4466.46,Brent Powers,williamslisa@hotmail.com,Pune,Sports,1960.98
58,485,92,31-03-2025,749.62,Kathleen Luna,hsmith@parsons-ramos.com,Mumbai,Books,527.21
68,302,93,23-04-2025,1238.4,Brenda Lee,jamesclark@barron.org,Mumbai,Electronics,541.62
79,154,94,20-03-2025,2695.98,Brian Nelson,chamberstara@morales-hunt.biz,Bangalore,Home,760.38
114,486,95,22-12-2024,1479.71,Gregory Scott,ycarr@yahoo.com,Pune,Electronics,1564.56
148,294,96,16-03-2025,2554.07,Priscilla Calderon,thomasfrancis@gmail.com,Hyderabad,Books,1135.82
51,308,97,17-04-2025,4947.95,Robert Grant,jhunt@morgan.com,Bangalore,Home,1633.03
85,232,98,28-05-2025,2863.64,Jordan Fowler,bmoore@yahoo.com,Chennai,Books,445.25
81,36,99,06-06-2025,3353.67,Charles Reyes,thomas14@yahoo.com,Delhi,Fashion,1893.81
101,172,100,28-07-2025,4246.42,Shawn Henderson,lauramiller@gmail.com,Hyderabad,Toys,808.97
149,38,101,08-06-2025,4378.66,Patrick Silva,shannon45@munoz.com,Bangalore,Books,1575.45
179,182,102,08-05-2025,662.2,Larry Strong,lindsay33@gmail.com,Bangalore,Home,1217.34
102,297,103,21-02-2025,4156.45,Thomas Brown,ljackson@yahoo.com,Hyderabad,Electronics,509.29
91,439,104,02-11-2024,447.75,Shawn Johnson,imoore@hotmail.com,Mumbai,Sports,998.63
49,323,105,15-05-2025,4617.34,Christy Hall,ariel62@hotmail.com,Chennai,Toys,824.6
49,187,106,05-09-2024,3826.93,Brent Powers,williamslisa@hotmail.com,Pune,Toys,824.6
102,33,107,11-01-2025,1257.06,Stephanie Hernandez,wisejeremy@ortega-dyer.com,Delhi,Electronics,509.29
75,354,108,08-06-2025,3398.22,David Jensen,juliahayden@valencia.com,Hyderabad,Books,867.38
149,351,109,21-04-2025,3562.75,Joel Page II,usoto@hotmail.com,Hyderabad,Books,1575.45
126,50,110,20-07-2025,3213.7,Rachel Mitchell,jennifer37@brown.com,Chennai,Books,1773.92
126,212,111,20-03-2025,3492.65,Kathleen Wilson,scottbrittany@gray.net,Bangalore,Books,1773.92
150,264,112,30-06-2025,4122.22,John Smith,kthornton@bates.net,Pune,Sports,1904.47
60,473,113,03-12-2024,314.31,Heather Harris,erikrobinson@hotmail.com,Bangalore,Home,451.04
140,441,114,05-11-2024,4608.23,Christopher Murphy,youngmichael@yahoo.com,Bangalore,Electronics,998.46
32,84,115,08-07-2025,1632.39,Timothy Martinez,suzanne17@gmail.com,Bangalore,Sports,1197.12
109,115,116,24-11-2024,848.06,Julie Olsen,thomasharris@yahoo.com,Chennai,Toys,1181.3
101,241,117,18-03-2025,4545.36,Michael Lane,stephanielewis@smith.org,Pune,Toys,808.97
89,381,118,01-10-2024,1474.45,Christine Proctor,justin00@jones.biz,Delhi,Fashion,1195.74
52,250,119,18-10-2024,730.54,Shannon Pham,joseph68@kemp.info,Bangalore,Home,742.06
42,294,120,27-06-2025,736.93,Priscilla Calderon,thomasfrancis@gmail.com,Hyderabad,Toys,237.24
9,344,121,07-06-2025,4304.3,Jennifer Cole,denisele@roach-ramsey.com,Hyderabad,Electronics,1575.26
146,364,122,10-09-2024,749.17,Daniel Brown,bmoreno@farrell.com,Bangalore,Books,931.8
78,131,123,25-10-2024,4978.21,James Brady,beaton@yahoo.com,Chennai,Home,594.47
185,151,124,15-07-2025,947.1,Lawrence Wilson,mmcdaniel@white-levine.org,Delhi,Fashion,145.0
143,377,125,29-05-2025,4150.68,Lindsay Jensen,dean68@hotmail.com,Hyderabad,Home,77.78
107,98,126,06-01-2025,1628.54,Justin Hill,carrolljennifer@hotmail.com,Pune,Toys,1064.14
119,313,127,23-05-2025,4013.68,Kyle Simpson,mjuarez@gmail.com,Delhi,Sports,455.96
171,198,128,13-10-2024,1229.41,Kevin Allen,wrightsarah@frazier.info,Bangalore,Sports,146.74
168,247,129,17-12-2024,116.44,Andrea Taylor,josephblack@black.com,Mumbai,Home,510.04
121,429,130,14-08-2025,3152.03,Katrina Johnson,alexandraweiss@hotmail.com,Delhi,Sports,1739.18
69,452,131,17-07-2025,3955.01,Ryan Cochran,courtneykeller@ayala-alvarez.com,Bangalore,Sports,903.21
10,327,132,02-06-2025,3503.02,Alan Howard,salazarlaura@gardner.info,Pune,Books,1352.22
155,198,133,14-08-2025,1871.23,Kevin Allen,wrightsarah@frazier.info,Bangalore,Sports,74.64
149,440,134,06-07-2025,2838.38,Malik Snyder,sherryvargas@yahoo.com,Pune,Books,1575.45
97,212,135,20-12-2024,1469.7,Kathleen Wilson,scottbrittany@gray.net,Bangalore,Sports,1835.18
97,164,136,25-10-2024,918.21,Richard Wright,jacqueline48@yahoo.com,Chennai,Sports,1835.18
153,368,137,11-06-2025,3426.62,Kevin Miller,brandonarmstrong@yahoo.com,Chennai,Toys,1555.62
198,115,138,18-08-2024,4995.69,Julie Olsen,thomasharris@yahoo.com,Chennai,Fashion,1685.14
187,8,139,04-10-2024,4442.3,Mary Sanchez,davisstephanie@yahoo.com,Hyderabad,Books,328.2
168,49,140,09-02-2025,4676.98,Gregory Lopez,quinnkatherine@gmail.com,Mumbai,Home,510.04
50,152,141,03-01-2025,4991.13,Anna Jackson,stephanie23@hotmail.com,Delhi,Electronics,239.79
95,115,142,02-09-2024,3303.26,Julie Olsen,thomasharris@yahoo.com,Chennai,Fashion,1507.4
85,248,143,29-10-2024,4868.61,Steven Chan,bsmith@gmail.com,Chennai,Books,445.25
37,448,144,14-08-2025,4522.84,Rita Wilson,youngbrandon@ortiz.com,Chennai,Fashion,1652.79
89,44,145,26-11-2024,510.59,Kelsey Moreno,tonyjones@ortiz-rodriguez.com,Kolkata,Fashion,1195.74
145,362,146,17-12-2024,2801.31,Jordan Ford,janet18@griffin.com,Delhi,Sports,1843.66
150,60,147,03-02-2025,1597.47,John White,charlene02@gmail.com,Chennai,Sports,1904.47
23,316,148,01-05-2025,933.94,Jason Gilbert,qlarson@perez-bullock.com,Bangalore,Sports,410.81
66,404,149,05-12-2024,1859.78,Christopher Green,jennifer11@long.com,Bangalore,Books,502.59
125,426,150,27-07-2025,1943.16,Katherine Powell,brandon55@gmail.com,Mumbai,Books,464.33
53,498,151,28-11-2024,2235.12,Jeremy Patterson,leonking@yahoo.com,Bangalore,Toys,708.52
168,116,152,23-12-2024,904.11,James Singh,jasonsavage@medina.com,Delhi,Home,510.04
98,291,153,17-09-2024,3205.24,Angela Davidson,michelle99@hotmail.com,Delhi,Electronics,1273.43
40,402,154,06-05-2025,2939.8,Nathan Chambers,ericevans@hotmail.com,Delhi,Fashion,627.73
164,455,155,19-04-2025,3797.49,Kimberly Hubbard,ujohnston@ramirez-johnson.net,Bangalore,Fashion,798.98
182,229,156,21-08-2024,1276.01,Jamie Bautista,leah61@dennis.com,Bangalore,Electronics,1866.01
103,234,157,14-02-2025,4275.82,Laura Walker,eyoung@hotmail.com,Pune,Fashion,458.28
26,337,158,24-01-2025,262.26,Rebekah Gonzalez,mooreheather@gmail.com,Chennai,Sports,1252.1
100,294,159,05-11-2024,3618.44,Priscilla Calderon,thomasfrancis@gmail.com,Hyderabad,Fashion,150.76
88,252,160,07-03-2025,4665.02,Raymond Robertson,xtran@petty.com,Chennai,Electronics,629.92
196,362,161,02-12-2024,4469.98,Jordan Ford,janet18@griffin.com,Delhi,Toys,1613.49
103,227,162,15-07-2025,3306.03,Carrie Henderson,holtchristian@black.com,Kolkata,Fashion,458.28
191,442,163,25-10-2024,2723.18,Sarah Anderson,gloriashaw@hotmail.com,Hyderabad,Electronics,1226.48
25,17,164,09-04-2025,792.12,Christopher Wheeler,agonzalez@yahoo.com,Pune,Sports,568.65
183,289,165,07-03-2025,157.26,Jessica Russell,amanda53@hotmail.com,Delhi,Home,1707.21
12,28,166,02-11-2024,4807.19,Randy Henderson,joshua25@yahoo.com,Hyderabad,Toys,145.47
151,378,167,02-08-2025,3676.31,Susan Flores,ogonzalez@yahoo.com,Bangalore,Sports,297.86
183,205,168,24-04-2025,449.1,Angela Forbes,adamlee@matthews.info,Delhi,Home,1707.21
137,489,169,04-08-2025,3222.9,Melanie Bender,eescobar@hotmail.com,Kolkata,Toys,1852.66
111,152,170,07-04-2025,1899.38,Anna Jackson,stephanie23@hotmail.com,Delhi,Home,527.04
171,392,171,22-01-2025,4878.18,Wanda Cook,michele01@richardson.com,Pune,Sports,146.74
9,248,172,17-03-2025,2350.32,Steven Chan,bsmith@gmail.com,Chennai,Electronics,1575.26
164,233,173,04-09-2024,4651.44,Molly Brown,christopher54@roberts.biz,Kolkata,Fashion,798.98
94,356,174,07-11-2024,834.94,Sarah White,myu@leach-fisher.org,Mumbai,Sports,608.44
92,406,175,18-11-2024,2346.45,Jennifer Smith,browncarrie@gmail.com,Mumbai,Sports,391.42
46,62,176,08-02-2025,4748.23,Sharon Shields,wjones@rivera.org,Delhi,Home,1787.61
182,226,177,11-03-2025,740.68,Nicole Jones,jilliangood@williams.biz,Chennai,Electronics,1866.01
104,466,178,31-07-2025,2895.52,Deborah Hernandez,hernandezmatthew@williams.com,Bangalore,Sports,1091.9
170,194,179,17-01-2025,2932.71,Ryan Taylor,jwhite@yahoo.com,Chennai,Books,1552.51
71,291,180,11-03-2025,3386.67,Angela Davidson,michelle99@hotmail.com,Delhi,Toys,74.17
48,154,181,12-10-2024,2591.01,Brian Nelson,chamberstara@morales-hunt.biz,Bangalore,Sports,293.93
129,278,182,27-11-2024,1871.06,Laurie Evans,jonathan88@juarez.net,Bangalore,Electronics,1736.54
41,38,183,02-10-2024,1951.11,Patrick Silva,shannon45@munoz.com,Bangalore,Electronics,77.82
69,246,184,20-02-2025,2372.83,Scott Aguilar,debbiereed@yahoo.com,Chennai,Sports,903.21
129,212,185,23-05-2025,919.86,Kathleen Wilson,scottbrittany@gray.net,Bangalore,Electronics,1736.54
95,52,186,26-02-2025,1743.46,Steven Davis,stephanielarsen@johnson-stevens.info,Delhi,Fashion,1507.4
181,113,187,30-04-2025,3938.88,Pamela Mccall,josephgray@yahoo.com,Bangalore,Toys,1009.02
55,66,188,26-01-2025,2757.34,Lorraine Kennedy,mayandrew@duke.com,Pune,Sports,267.1
60,435,189,30-06-2025,1903.68,Gwendolyn Sanders,vcosta@farmer-reyes.info,Mumbai,Home,451.04
199,185,190,15-08-2025,319.39,Christine Franklin,corey16@hotmail.com,Hyderabad,Fashion,1017.52
95,167,191,04-02-2025,1442.52,Anthony Davis,nwu@vaughn.com,Pune,Fashion,1507.4
163,84,192,18-03-2025,2430.68,Timothy Martinez,suzanne17@gmail.com,Bangalore,Books,330.66
62,236,193,29-05-2025,3466.83,Jason Merritt,shawelizabeth@yahoo.com,Chennai,Home,1936.48
23,396,194,10-07-2025,3960.59,Danielle Murillo,thoover@savage.com,Kolkata,Sports,410.81
156,64,195,09-02-2025,4424.86,Jennifer Martin,lcruz@hotmail.com,Hyderabad,Toys,930.73
35,355,196,17-05-2025,4764.52,Deborah Larsen,vfry@hotmail.com,Hyderabad,Electronics,1639.46
10,8,197,14-11-2024,4232.8,Mary Sanchez,davisstephanie@yahoo.com,Hyderabad,Books,1352.22
82,76,198,22-05-2025,282.01,Samuel Harmon,fpatterson@carter.info,Bangalore,Books,972.24
86,33,199,26-06-2025,3976.53,Stephanie Hernandez,wisejeremy@ortega-dyer.com,Delhi,Toys,1555.37
103,496,200,30-06-2025,3120.35,Victor Logan,carolyn97@hotmail.com,Delhi,Fashion,458.28
79,142,201,27-10-2024,3094.32,Melissa Hoffman,richard37@gmail.com,Bangalore,Home,760.38
138,115,202,21-07-2025,1554.28,Julie Olsen,thomasharris@yahoo.com,Chennai,Books,1358.71
11,298,203,13-02-2025,2043.59,Julie Poole,tallen@yahoo.com,Delhi,Fashion,303.5
173,489,204,10-08-2025,4904.36,Melanie Bender,eescobar@hotmail.com,Kolkata,Home,969.56
29,480,205,03-01-2025,4075.57,Jacob Coleman,ewhite@harrington.com,Hyderabad,Sports,1990.59
8,145,206,28-12-2024,4339.62,William Hughes,susanlewis@gates-bailey.com,Bangalore,Home,1687.06
19,480,207,20-09-2024,3941.39,Jacob Coleman,ewhite@harrington.com,Hyderabad,Books,1157.66
11,476,208,04-05-2025,3448.9,Kevin Levy,pblake@gmail.com,Kolkata,Fashion,303.5
199,16,209,18-01-2025,1872.88,Mark Weber Jr.,longcheryl@yahoo.com,Pune,Fashion,1017.52
109,304,210,02-04-2025,3643.09,Michael Cunningham,tiffanywolfe@hotmail.com,Bangalore,Toys,1181.3
69,417,211,12-10-2024,3314.26,Alfred Martin,yfoster@yahoo.com,Bangalore,Sports,903.21
33,377,212,08-08-2025,277.1,Lindsay Jensen,dean68@hotmail.com,Hyderabad,Toys,101.38
106,178,213,24-12-2024,277.04,Candace Davis,sallywhite@hotmail.com,Bangalore,Fashion,884.24
77,436,214,29-11-2024,147.41,Latasha Sandoval,shannonmargaret@gmail.com,Chennai,Books,465.54
151,169,215,02-06-2025,1982.34,Mr. Mark Garrison,zcochran@gmail.com,Kolkata,Sports,297.86
127,71,216,25-03-2025,3341.01,Anna Hernandez,foxkeith@santiago.info,Pune,Toys,504.66
102,6,217,06-02-2025,161.82,Brian Brown,matthew24@hotmail.com,Bangalore,Electronics,509.29
185,278,218,09-05-2025,3216.42,Laurie Evans,jonathan88@juarez.net,Bangalore,Fashion,145.0
69,285,219,18-01-2025,4049.34,Richard Carrillo,jacquelinekennedy@rodriguez.com,Chennai,Sports,903.21
88,362,220,21-03-2025,4062.75,Jordan Ford,janet18@griffin.com,Delhi,Electronics,629.92
197,133,221,12-05-2025,3599.59,Jennifer Jones,laura66@hart.com,Chennai,Home,1226.87
147,376,222,29-08-2024,303.35,Debbie Coleman,lmiller@cardenas-bruce.com,Kolkata,Toys,685.88
118,292,223,04-07-2025,1652.0,Matthew Daniel,jacksonebony@hotmail.com,Chennai,Toys,1822.83
120,50,224,03-08-2025,3483.78,Rachel Mitchell,jennifer37@brown.com,Chennai,Sports,1102.52
161,208,225,26-03-2025,3406.15,Megan Parker,ojohnson@yahoo.com,Pune,Books,913.9
143,31,226,27-06-2025,3713.4,Dr. Barbara Saunders,stantonjoshua@wilcox-hernandez.com,Kolkata,Home,77.78
22,380,227,14-02-2025,2836.38,Mark Arroyo,franklindaniel@gmail.com,Pune,Home,682.89
132,315,228,29-07-2025,1310.2,Cynthia Smith,hwashington@kaiser.com,Bangalore,Fashion,107.07
103,205,229,24-02-2025,3613.92,Angela Forbes,adamlee@matthews.info,Delhi,Fashion,458.28
21,447,230,11-07-2025,1840.06,Cody Long,browningsara@yahoo.com,Pune,Toys,1236.06
101,354,231,25-07-2025,4404.05,David Jensen,juliahayden@valencia.com,Hyderabad,Toys,808.97
54,216,232,10-12-2024,784.01,Michelle Maddox,teresa20@hotmail.com,Chennai,Sports,846.63
135,108,233,28-03-2025,3438.42,Timothy Lambert,alexandermurphy@garcia.com,Hyderabad,Toys,942.47
114,78,234,02-02-2025,347.75,Katherine Anderson,chad14@yahoo.com,Bangalore,Electronics,1564.56
27,441,235,07-08-2025,1144.62,Christopher Murphy,youngmichael@yahoo.com,Bangalore,Electronics,60.77
5,459,236,13-08-2025,4468.48,Roberto Cuevas,sevans@hotmail.com,Hyderabad,Fashion,497.41
196,210,237,16-10-2024,2990.2,Tammy Hunter,bradleypratt@gmail.com,Delhi,Toys,1613.49
34,234,238,01-05-2025,1991.2,Laura Walker,eyoung@hotmail.com,Pune,Electronics,845.28
126,382,239,06-01-2025,3967.47,Vincent Golden,samuelsmith@yahoo.com,Chennai,Books,1773.92
142,103,240,20-02-2025,3556.22,Tanya Mooney,qmorris@hotmail.com,Kolkata,Fashion,1995.74
62,83,241,19-02-2025,3819.25,James Morgan,joshua89@landry.com,Pune,Home,1936.48
65,49,242,29-01-2025,955.48,Gregory Lopez,quinnkatherine@gmail.com,Mumbai,Fashion,1356.77
126,352,243,24-08-2024,1080.86,Angela Wiley,kbenton@yahoo.com,Hyderabad,Books,1773.92
42,151,244,03-10-2024,2172.55,Lawrence Wilson,mmcdaniel@white-levine.org,Delhi,Toys,237.24
33,195,245,29-10-2024,394.28,Steven Woods,wrogers@yahoo.com,Delhi,Toys,101.38
38,441,246,09-11-2024,3654.51,Christopher Murphy,youngmichael@yahoo.com,Bangalore,Fashion,157.48
121,35,247,27-01-2025,3879.52,Andrew White,lauren82@yahoo.com,Mumbai,Sports,1739.18
132,401,248,03-01-2025,3172.68,Anthony Townsend,orogers@gmail.com,Pune,Fashion,107.07
129,223,249,15-09-2024,674.07,Keith Cabrera,pacemichael@gmail.com,Chennai,Electronics,1736.54
124,468,250,02-06-2025,2570.72,Christopher Hardy,rachel22@williams-russo.org,Mumbai,Toys,340.22
41,207,251,06-02-2025,2038.0,Peggy Mitchell,vstafford@bryant.biz,Delhi,Electronics,77.82
46,216,252,16-04-2025,4328.42,Michelle Maddox,teresa20@hotmail.com,Chennai,Home,1787.61
28,489,253,08-11-2024,2674.83,Melanie Bender,eescobar@hotmail.com,Kolkata,Toys,459.51
27,431,254,09-06-2025,4816.49,Deborah Haynes,brandismith@hotmail.com,Chennai,Electronics,60.77
8,113,255,06-09-2024,3265.02,Pamela Mccall,josephgray@yahoo.com,Bangalore,Home,1687.06
78,475,256,07-04-2025,4304.8,Jacob Taylor,aaronbrowning@harding.com,Mumbai,Home,594.47
28,447,257,26-12-2024,2474.26,Cody Long,browningsara@yahoo.com,Pune,Toys,459.51
155,458,258,31-03-2025,2861.64,Chelsea Watkins,gjordan@allen.org,Delhi,Sports,74.64
185,363,259,04-01-2025,602.07,Shannon Noble,usalazar@gmail.com,Mumbai,Fashion,145.0
177,490,260,22-09-2024,605.77,Robert Alexander,rachel75@yahoo.com,Kolkata,Fashion,582.83
6,404,261,27-10-2024,1166.78,Christopher Green,jennifer11@long.com,Bangalore,Fashion,1321.17
128,344,262,05-07-2025,3054.79,Jennifer Cole,denisele@roach-ramsey.com,Hyderabad,Sports,734.19
74,131,263,16-11-2024,529.07,James Brady,beaton@yahoo.com,Chennai,Toys,1998.31
193,80,264,27-07-2025,4888.08,Angela Hall,emoran@gmail.com,Delhi,Books,784.58
50,436,265,28-07-2025,697.42,Latasha Sandoval,shannonmargaret@gmail.com,Chennai,Electronics,239.79
